objno_deep2,z_pred
12011416,0.5597428427725367
12023279,0.8216110948742653
13017399,1.0019959802042222
12008131,0.45829133113434417
12003729,0.5431754274961803
12003313,1.0043686075474372
11021040,0.7315335429505062
13020559,0.9055714308688165
14029818,0.7348915246186245
13049159,0.6853135819060386
13026194,1.1001457070254834
13028427,0.7169493516371214
13035570,0.6691947556688165
13018058,0.4027911117884485
12005533,0.7539257165286386
12027865,1.2544877326662092
14028737,0.9190897577370623
13034892,0.8150137584170994
13058802,0.5419679238813554
13034266,0.7846175730621494
12015933,1.3563218993539234
13019356,0.7348915246186245
13043664,0.675618714425677
13026703,0.8803016227175209
14034435,0.41573603735389936
11045189,0.4893460743765497
12029430,0.40976318796889094
12020460,0.5111077997744848
11051190,0.4803831523984937
12020226,1.1954946175345351
13064313,0.9785647567944853
12029047,1.0804967152066363
13064464,0.6814450203898743
14024652,1.1278138282679142
14012814,0.7348915246186245
14021539,0.7348915246186245
13058710,0.5137845813895977
11027452,0.8932832453701901
13026761,0.7919302380777006
13055360,0.8447558686816059
12024872,0.9267947898272101
12021021,0.7348915246186245
11051962,0.30244396684014263
12027965,0.521471786461197
13051672,0.33312564187476196
11032750,0.4459794273249685
13055272,0.7279468555395846
11101473,0.7348915246186245
11006363,0.8095147738023529
11034334,1.0182664640917933
11033434,0.31726013150117854
14028987,0.692437364921697
12004729,0.9636169522390594
14018493,0.6003004091764312
13020183,1.04571079386027
13010247,1.061859281041811
13003917,0.7348915246186245
12012294,1.4350212925825911
11051724,0.39073005213600426
13032491,0.4938486053138779
12101115,1.3563873447628212
12028825,0.9307084477442408
11040256,1.2691512111793553
14034601,1.1370925764663737
14023103,0.5405126006399237
11015202,0.3957513442785015
14011252,0.826622344444689
12028457,0.5053654726905871
12007663,1.1135101748064213
14028119,1.1683518935360382
14007176,0.4183547409579874
12025109,1.1287129452106512
14028452,0.728721962245918
11013937,0.6253010358409518
12017074,0.6818210207974869
14016678,1.0882298611022483
14033288,0.4588490384712885
12029045,0.9201658656993191
13026732,0.7542372927027453
13027026,1.0945442469858624
13025375,0.8546768733957197
13012069,0.56702168031408
12007621,0.7356575909081039
12016619,0.7878058123526857
12007683,1.011063950341513
11045638,1.1606892483377818
13005509,0.3582674008277496
13032755,0.9734397231869235
12003637,1.0283580611715928
12028626,0.46720872059770974
12032544,0.2277457529493011
14017935,0.7295571596189925
13040732,0.4898137419106302
11044620,0.21947819364232246
13034445,1.1896674279722577
13035996,1.092505359490753
11051648,0.8019427858335927
11046508,0.4440998154857555
12024336,1.2694302069066175
13051230,0.37080490602769395
12009171,1.160068898538212
12032532,0.8590349914220299
11007823,0.23434296997552392
14011560,1.0822691191142066
13019862,0.34642032475942397
13026080,0.8288574469108495
13035330,0.3552589011600149
12029226,0.9660413031241349
12012494,0.493265718607704
14018277,0.4034756840951732
13040940,1.087482112925944
13034137,0.9595242215368867
12023760,0.33163403520340695
12028365,0.39044163191038944
11033809,1.1054843675162955
11045168,1.0460847287816324
12016592,0.5005603382417161
11007873,0.31529372405775763
13063785,0.6278601468413902
13011113,0.5214521844171411
14016865,0.7717163080602605
11045186,0.48547172621880086
14034659,0.43045599633099146
12024884,0.8054915702026662
12015938,1.0889874788487726
14011284,0.8352737560840418
11031171,0.29271433558074483
13010923,0.7173848608832142
12008251,1.205490620658952
13035874,0.9679023860301961
12012513,0.5215615568509125
13003434,0.6568417241879642
14018687,0.6261348223678844
12005419,1.1038930236567481
13049865,0.6773899750599526
12024755,1.3045654900822756
14006846,0.5380499193268703
14023227,0.5098542348102363
11027394,0.9690540794228973
11033559,0.463195963191896
14006887,0.39165820221790487
12019713,0.40012011969948047
12019135,0.7015441431288557
13040908,0.5757711688161234
13101049,0.6937222536833875
11047070,0.5156058429283971
14016263,1.076387512730661
13020587,0.1794639981064198
12012782,0.5172719473637877
12101118,0.7881525094328606
13020535,0.28912426813594694
12028551,0.7742439393621248
14012641,0.9723369797494614
13025271,0.7317526129827447
14006544,0.6577199161237793
13011059,0.7626806747251635
13055576,0.7348915246186245
13025832,0.6224104118309879
12012068,0.7259183655323015
13063861,0.38162258097139184
11052736,0.40401475312182716
12012433,0.47549982770775234
14022965,1.0032106763520956
11046356,0.7458944740695126
14027841,0.48180314956721515
11014351,1.1286379038942376
14034483,0.3987504439149275
12004443,0.7404004368551811
12025024,0.6872089589360324
13010951,0.6851670836972558
13063832,1.2277214680942778
12024917,0.1822459378906085
11051726,0.913604901650134
13057557,0.7231522415346725
14027397,0.7304587606855584
11044350,1.2621979360648614
12019902,1.3270619167925366
11044680,0.7457707825297185
13027445,0.34982040118070434
13017202,0.6282174645040064
12012794,0.7227738138047369
13027139,0.7838146404935477
12027358,1.3267090712085483
11040228,0.7597228618015833
11050883,0.7348915246186245
14100756,0.7348915246186245
14007996,0.5452434902456603
12023622,0.7348915246186245
13040065,0.8643172203565734
12100758,1.1783596746144198
12007196,0.6599547633270029
12015118,0.5961945252282773
13016341,0.7299251890562959
13056000,0.6872098394814338
13057505,0.9854631525109816
13003385,0.29057520765793626
11051235,0.5302821941135183
11038382,1.231903711862428
12020279,0.9922799569211279
12025532,0.912048065275298
13036413,0.41987393272946444
14006178,0.37264949004325554
13034499,0.725191006269217
11019069,0.8980750919995877
14100805,1.211855409221417
13100238,0.6401254512658594
14039621,0.28442466919416026
12100559,1.3976826806297888
14007400,0.9409515887210378
13059034,0.30319311230395746
12100154,0.30040572647449637
13019398,0.561894433245308
13033760,1.2785392140909344
12023941,1.331805706929517
11050775,0.8003929015633582
12020615,0.3126636383340648
11040739,0.8519783931430432
14017067,0.7755379942961964
13064937,0.44553934559245845
13035084,1.3329688979955479
12009094,0.3355183659357607
14028799,1.0990711961936817
11031579,0.7348915246186245
13055292,0.6055738993653544
13050924,1.054815383392905
13100756,0.39788639200658993
11014390,0.988313744957056
13063155,1.2613114665839582
13042393,0.7348915246186245
13018922,1.217575390602925
13062953,0.9557438921487732
13057852,0.498534298502869
14039955,0.6366186062010143
11051653,0.8170884791950619
11039583,0.2314367076991321
11020631,0.8365547254642216
12024894,0.2534013784476821
12029588,0.6214116490950318
13051092,0.9732549533696584
13009933,0.4349076650080014
13003269,1.0099587515481556
13101295,1.4534727515050725
12016787,0.25326278679113123
14012587,0.9087744956702151
12024580,0.37774326330842506
12016281,0.565712549653879
11046351,0.8367358500808841
14029107,0.5968125811122238
13056983,1.1295531895110824
13012487,0.9472512017083824
14035145,0.2702647047249526
13004837,0.7348915246186245
13043436,0.9930147845570436
12016347,0.37096061119379375
12011961,0.7348915246186245
14035098,1.181511047072834
13036478,1.3798260416842694
11037772,0.7348915246186245
13032926,0.7516276401487354
12015392,0.8176923829853868
12008827,0.8197928340106596
13050172,0.5590745412415632
12020308,1.3816360499368743
12027772,0.7570553725697965
13010374,1.0095166802258135
12003792,0.6845010007139194
13018943,0.36846837291411105
12024858,0.2008590186786946
14016974,0.5405843854060967
12028140,0.6425320926108851
12012326,0.36873538296911607
